SUPINO,RHW2,41°37'00''N,013°14'00''E,FROM LAT VOR/DME: 070°/15NM FROM FRS VOR/DME: 231°/3NM TO Sgurgola: 310°/5NM TO Ceccano: 120°/5NM
TALAMONE,RSS1,42°33'42''N,011°08'12''E,FROM ELB VOR: 106°/34NM
TAORMINA,CRSW1,37°51'15''N,015°17'15''E,FROM RCA VOR: 230°/22NM
TARVISIO,PPNE2,46°30'15''N,013°35'10''E,FROM VIW VOR: 228°/18NM
TEANO,RMN1,41°15'00''N,014°04'00''E,FROM SOR VOR: 341°/42NM FROM TEA VOR: 121°/5NM TO Capua: 139°/11NM
TEOR,PQW1,45°51'19''N,013°03'23''E,FROM RCH VOR: 272°/18NM FROM RON L: 275°/13NM
TERLIZZI,BDW1,41°07'48''N,016°32'40''E,FROM BAR VOR: 263°/11NM
TIRIOLO,CANE1,38°56'44''N,016°30'31''E,FROM CRN VOR: 261°/27NM FROM LMT VOR: 076°/12NM
TODI,RZSW1,42°46'56''N,012°24'57''E,FROM PRU VOR: 191°/20NM
TOR BELLA MONACA,RAN2,41°53'00''N,012°37'20''E,FROM ROM VOR: 018°/5NM
TOR SAN LORENZO,RES1,41°32'45''N,012°32'35''E,FROM LAT VOR: 269°/17NM FROM OST VOR: 137°/21NM TO Borgo Montello: 100°/11NM TO Pratica di Mare AD: 325°/8NM
TORGIANO,RZSW2,43°01'33''N,012°26'14''E,FROM PRU VOR: 214°/6NM
TORNIMPARTE,APS2,42°17'59''N,013°16'40''E,FROM PES VOR: 257°/41NM
TORRE ANNUNZIATA,RNSE2,40°45'26''N,014°27'10''E,FROM SOR VOR: 025°/12NM FROM TEA VOR: 144°/39NM
TORRE DEL GRECO,RNSE3,40°47'15''N,014°22'00''E,FROM SOR VOR: 004°/12NM FROM TEA VOR: 147°/35NM
TORRE FARO,CRNW2,38°16'00''N,015°39'00''E,FROM RCA VOR: 359°/11NM
TORRE POGLINA,EAS1,40°29'46''N,008°22'09''E,FROM ALG VOR: 143°/10NM FROM AEA VOR: 157°/9NM
TORRENOVA,RAN1,41°51'45''N,012°36'20''E,FROM ROM VOR: 011°/4NM
TRANI,BASE1,41°16'35''N,016°25'08''E,FROM BAR VOR: 294°/18NM FROM FGG VOR: 100°/41NM TO 2NM South Canosa: 249°/17NM
TRAPPETO,CJSW3,38°04'12''N,013°02'20''E,FROM PAL VOR: 287°/7NM FROM PRS VOR: 196°/6NM FROM TRP VOR: 066°/27NM
TRAVERSETOLO,MPS1,44°38'38''N,010°22'53''E,FROM BOA VOR: 278°/39NM TO Collecchio: 311°/9NM
TRECATE,MNS1,45°26'04''N,008°42'15''E,FROM MMP VOR: 194°/13NM
TREMESTIERI,CRW1,38°08'00''N,015°31'20''E,FROM RCA VOR: 298°/7NM
TRENTO,DTN2,46°05'46''N,011°06'47''E,FROM VIC VOR: 318°/36NM
TREPUZZI,BRSE1,40°24'12''N,018°04'40''E,FROM BCS VOR: 156°/17NM
TREZZO SULL'ADDA,MEW1,45°36'18''N,009°31'42''E,FROM BRL VOR: 235°/8NM FROM TZO VOR: 017°/3NM
TRIGORIA,RAW1,41°45'59''N,012°28'40''E,FROM ROM VOR: 243°/5NM
TROIA,BASW3,41°21'19''N,015°18'28''E,FROM FGG VOR: 244°/11NM TO Foggia AD: 063°/11NM TO Orsara di Puglia: 199°/5NM
TROPEA,CASW1,38°40'45''N,015°53'47''E,FROM CRN VOR: 249°/59NM FROM LMT VOR: 230°/22NM
TUSCANIA,RRNW1,42°25'02''N,011°52'27''E,FROM CMP VOR: 306°/29NM FROM TAQ VOR: 026°/14NM TO Canino: 296°/6NM TO Vetralla: 123°/10NM
UMBERTIDE,RZNW1,43°18'27''N,012°19'57''E,FROM PRU VOR: 326°/15NM
VACCILEDDI,EOSE1,40°50'52''N,009°38'55''E,FROM SME VOR: 110°/7NM
VALECENTER,PZN2,45°32'42''N,012°18'17''E,FROM TES VOR: 298°/3NM FROM TRE L: 116°/10NM
VALFABBRICA,RZNE,43°09'33''N,012°36'02''E,FROM PRU VOR: 046°/5NM
VAPRIO D'AGOGNA,MCW1,45°36'14''N,008°33'14''E,FROM MMP VOR: 253°/8NM
VARALLO,MMNW6,45°48'55''N,008°15'03''E,FROM MMP VOR: 296°/23NM
VELLETRI RAILWAY STATION,REE1,41°41'00''N,012°47'00''E,FROM LAT VOR: 325°/10NM FROM ROM VOR: 130°/11NM TO Aprilia: 228°/8NM
VENEZIA/LIDO AD,PZS2,45°25'42''N,012°23'17''E,FROM CHI VOR: 010°/22NM FROM TES VOR: 170°/6NM
VERNOLE,BNE1,40°17'46''N,018°17'50''E,FROM LCC VORTAC: 069°/8NM
VETRALLA,RRN2,42°19'05''N,012°03'00''E,FROM CMP VOR: 307°/19NM FROM TAQ VOR: 065°/15NM TO Capranica: 121°/7NM TO Tuscania: 306°/10NM TO Viterbo: 021°/6NM
VIAREGGIO,RPNW1,43°51'58''N,010°15'00''E,FROM PIS VOR: 330°/13NM
VICKY,PPE1,45°37'45''N,013°33'32''E,FROM RON L: 143°/15NM FROM RCH VOR: 163°/12NM
VIGOLO VATTARO,DTE2,46°00'00''N,011°12'26''E,FROM VIC VOR: 316°/29NM
VILLA SAN GIOVANNI,CRN2,38°13'40''N,015°38'05''E,FROM RCA VOR: 354°/9NM
VITERBO,RRN3,42°25'00''N,012°06'20''E,FROM TAQ VOR: 052°/21NM TO Vetralla: 201°/6NM TO 2NM East Lago di Bolsena: 345°/12NM
VITTORIO VENETO,PAW1,45°59'33''N,012°19'02''E,FROM AVI NDB: 310°/6NM FROM TES VOR: 354°/28NM TO Conegliano: 182°/6NM
VIVERONE SUD,LES1,45°24'41''N,008°02'26''E,FROM MMP VOR: 244°/32NM
VIZZINI,CZS1,37°09'34''N,014°45'19''E,FROM CTF VOR: 217°/23NM FROM SIG NDB: 214°/18NM TO Lentini: 058°/14NM TO Palagonia: 358°/10NM
VOLPIANO,MFE1,45°12'00''N,007°46'38''E,FROM CSL VOR: 102°/6NM FROM TOP VOR: 347°/17NM
WEST,CGW1,36°48'12''N,011°46'48''E,FROM PAN VOR: 264°/9NM
WEST GATE,CTW1,37°56'11''N,012°16'50''E,FROM PAL VOR: 261°/43NM FROM TRP NDB: 276°/10NM FROM TRP VOR: 281°/11NM
WEST JESI,PYSW1,43°29'00''N,013°10'50''E,FROM ANC VOR: 242°/14NM
WEST LAGO PATRIA,RNW1,40°56'02''N,013°59'41''E,FROM SOR VOR: 322°/26NM FROM TEA VOR: 175°/22NM TO West Mondragone: 327°/12NM
WEST MONDRAGONE,RMNW1,41°06'06''N,013°51'50''E,FROM SOR VOR: 324°/38NM FROM TEA VOR: 200°/13NM TO West Lago Patria: 147°/12NM
