ICAO,Type,Size,Name,Latitude,Longitude,Elevation(ft),Region,Municipality,IATA
,airport,small,Campo di Volo Cianpioppo,45.015766,10.509881,82,Veneto,Sabbioneta (MN),
,airport,small,Aviosuperficie del Sole,40.624425,14.845842,,Campania,Salerno,
,airport,small,Campo di Volo Campore,44.827864,10.010782,459,Emilia-Romagna,Salsomaggiore Terme (PR),
,airport,small,Samolaco Airfield,46.234686,9.432771,689,Lombardy,Samolaco (SO),
,airport,small,"Campo di Volo ""San Dalmazio""",44.4125,10.843611,1870,Emilia-Romagna,San Dalmazio,
,airport,small,"Campo di Volo ""San Felice""",44.8325,11.120833,90,Emilia-Romagna,San Felice sul Panaro (MO),
,airport,small,Campo di Volo Fiorano Wings,45.11933,9.705951,,Lombardy,San Fiorano (LO),
,airport,small,Campo di Volo Monreale,39.583099,8.773265,,Sardinia,San Gavino Monreale (CA),
LIGT,airport,small,San Genesio Airfield,46.572786,11.307635,4259,Trentino-Alto Adige,San Genesio,
,airport,small,Campo di Volo Mantova Nord,45.172182,10.858224,75,Lombardy,San Giorgio (MN),
,airport,small,"Aviosuperficie ""Cap. Pilota Saverio Tedesco""",41.635,15.761667,380,Apulia,San Giovanni Rotondo (FG),
,airport,small,"Campo di Volo privato ""Le Prata""",43.74537,10.404967,10,Tuscany,San Giuliano Terme,
,airport,small,"Aviosuperficie ""Il Borro""",43.536111,11.705,900,Tuscany,San Giustino (AR),
,airport,small,"Aviosuperficie ""Tuscania""",42.410446,11.898665,591,Lazio,San Lazzaro (VT),
,airport,small,Aviosuperficie Privata Avielsar,39.498207,9.612477,,Sardinia,San Lorenzo di Villaputzu (CA),
,airport,small,Bibione Airfield,45.669654,13.039451,1,Veneto,San Michele al Tagliamento (VE),
,airport,small,Campo di Volo Tuscany Flight,43.695333,10.800533,65,Tuscany,San Miniato (PI),
,airport,small,Aviosuperficie Antares,40.504649,17.965087,167,Apulia,San Pietro Vernotico (BR),
,airport,small,Campo di Volo Mezzana Casati,45.098258,9.735884,141,Lombardy,San Rocco al Porto,
LIVS,airport,small,"Aviosuperficie ""Skydive Venice""",45.700009,12.763909,21,Veneto,San Stino di Livenza (VE),
,airport,small,Aviosuperficie San Teodoro,40.802484,9.65839,3,Sardinia,San Teodoro (OT),
,airport,small,"Aviosuperficie ""Il Gabbiano""",43.051711,10.552012,43,Tuscany,San Vincenzo (LI),
,airport,small,Campo di Volo Massimo Costa,43.092714,10.556267,111,Tuscany,San Vincenzo (LI),
,airport,small,"Campo di Volo ""Fly Club""",41.10457,14.45698,,Campania,Sant'Agata de'Goti (BN),
,airport,small,Campo di Volo Ala Jonica,37.9371,15.320702,235,Sicily,Sant'Alessio Siculo,
,airport,small,"Campo di Volo ""Air Country""",42.806283,13.785007,456,Abruzzi,Sant'Omero (TE),
,airport,small,"Campo di Volo ""Fant Air Club""",46.085023,12.068712,925,Veneto,Santa Giustina (BL),
,airport,small,Villa Farsetti Airfield,45.49917,12.03139,22,Veneto,Santa Maria di Sala (VE),
,airport,small,Campo di Volo Santa Maria Rossa,43.023963,12.387515,570,Umbria,Santa Maria Rossa (PG),
,airport,small,Campo di Volo Policastro,40.114874,15.495315,95,Campania,Santa Marina (SA),
,airport,small,Aviosuperficie Santarcangelo,44.032318,12.427928,,Emilia-Romagna,Santarcangelo di Romagna (RN),
,airport,small,Ca' Quinta di Sarego Airfield,45.432833,11.383333,114,Veneto,Sarego (VI),
,airport,small,Aviosuperficie Sassuolo,44.571667,10.78,311,Emilia-Romagna,Sassuolo (MO),
LICK,airport,small,Aviosuperficie Aeroporto Scalea,39.776188,15.811343,20,Calabria,Scalea (CS),
,airport,small,Campo di Volo Avio Lao,39.780336,15.809989,10,Calabria,Scalea (CS),
,airport,small,Campo di Volo AvioSciacca,37.5280556,13.0036111,200,Sicily,Sciacca (AG),
,airport,small,Campo di Volo Scortichino,44.8577778,11.3530556,,Emilia-Romagna,Scortichino,
,closed,closed,Campo di Volo Sedico,46.091613,12.089596,961,Veneto,Sedico (BL),
,airport,small,Sasso d'Oro Agrotourism Airfield,46.181389,12.8225,780,Friuli-Venezia Giulia,Sequals (PN),
,airport,small,Aviosuperficie del Parteolla,39.400471,9.139151,433,Sardinia,Serdiana,
,airport,small,"Campo di Volo ""Oasi del Volo""",39.407537,9.174867,,Sardinia,Serdiana (CA),
,airport,small,Campo di Volo AvioClub Centro Sicilia,37.450962,13.923111,,Sicily,Serra di Falco (CL),
,airport,small,Campo di Volo Umberto Nobile,41.235278,13.820556,22,Campania,Sessa Aurunca (CE),
,airport,small,Campo di Volo Settecrociari,44.13595,12.18976,147,Emilia-Romagna,Settecrociari,
,airport,small,Aviosuperficie Amici dell'Aria,39.327868,9.146871,472,Sardinia,Settimo San Pietro (CA),
,airport,small,Aviosuperficie Divinangelo,41.471944,13.023611,10,Lazio,Sezze,
,closed,closed,Campo di Volo Dragons Fly,39.738536,16.457015,16,Calabria,Sibari (CS),
,airport,small,Aviosuperficie Sibari Fly,39.757418,16.435418,35,Calabria,Sibari Scalo (CS),
,airport,small,"Aviosuperficie ""La Tana del Volo""",39.269133,8.771811,272,Sardinia,Siliqua (CA),
,airport,small,Campo di Volo Valdichiana,43.214021,11.823111,810,Tuscany,Sinalunga (SI),
,airport,small,"Campo di Volo ""Ali del Po""",44.97213,10.293684,,Emilia-Romagna,Sissa (PR),
,airport,small,Campo di Volo A.S. Ulcor,39.9787,8.6792,157,Sardinia,Solarusa (OR),
,airport,small,Campo di Volo Carzeto,44.96,10.1838889,20,Emilia-Romagna,Soragna (PR),
,airport,small,"Aviosuperficie ""Aquile Randagie""",45.165668,11.035167,66,Veneto,Sorga (VR),
,airport,small,Aviosuperficie Alisoriano,42.433658,12.292147,985,Lazio,Soriano nel Cimino (VT),
,airport,small,Campo di Volo Le Streghe,45.395556,8.706389,410,Piedmont,Sozzago (NO),
,airport,small,Albatros Airfield,45.770727,12.244068,164,Veneto,Spresiano (TV),
,airport,small,Aviosuperficie Stintino,40.88295,8.25418,,Sardinia,Stintino (SS),
,airport,small,Masseria Macri Airfield,40.054607,18.214738,,Apulia,Supersano (LE),
,airport,small,Aviosuperficie Valicella,42.21873,12.24846,862,Lazio,Sutri,
,airport,small,"Campo di Volo ""La Fenice""",44.999827,10.71339,66,Lombardy,Suzzara (MN),
,airport,small,Tarquinia San Giorgio Airfield,42.192687,11.724573,1,Lazio,Tarquinia (VT),
,airport,small,Campo di Volo Albatros,37.972478,13.77335,,Sicily,Termini Imerese (PA),
,airport,small,Molise Ultravolo Airfield,41.97547,15.02005,3,Molise,Termoli (CB),
,airport,small,Campo di Volo Francesco Cantelmo,42.4886111,11.7986111,,Lazio,Tessenano (VT),
,airport,small,campo di volo EUROFLY,45.690507,11.746809,,Veneto,Tezze sul Brenta (VI),
,airport,small,Campo di Volo Thiesi,40.53542,8.6055,,Sardinia,Thiesi,
,airport,small,Campo di Volo Titta,43.4912038,12.2428002,,Umbria,Titta,
,airport,small,Campo di Volo Cavola,44.39646,10.53613,1768,Emilia-Romagna,Toano (RE),
LIVD,airport,small,Dobbiaco-Toblach Airstrip,46.727021,12.230723,4068,Trentino-Alto Adige,Toblach (Dobbiaco) (BZ),
,airport,small,"Campo di Volo ""Condor Men""",43.224706,13.329554,629,Marche,Tolentino (MC),
,airport,small,Monti della Tolfa Airfield,42.0188,11.9827,46,Lazio,Tolfa (RM),
,airport,small,La Quercia,40.963053,16.633016,1181,Apulia,Toritto (BA),
,airport,small,"Campo di Volo ""Punto Volo""",45.437987,9.60738,301,Lombardy,Torlino Vimercata (CR),
,airport,small,Aviosuperficie Alfina,42.739667,11.983333,1811,Umbria,Torre Alfina (TR),
,airport,small,"Aviosuperficie ""Città di Tortona""",44.938436,8.865881,315,Piedmont,Tortona (AL),
,airport,small,Aviosuperficie Torre Foghe,40.1833333,8.4694444,295,Sardinia,Tresnuraghes (OR),
,airport,small,"Campo di Volo ""Le Tartarughe Volanti""",45.609722,9.486667,646,Lombardy,Trezzo d'Adda (MI),
,airport,small,Prosecco Airfield,45.703333,13.759722,820,Friuli-Venezia Giulia,Trieste,
,airport,small,Pista Vasa Airfield,41.046634,8.997749,600,Sardinia,Trinità d'Agultu e Vignola (SS),
,airport,small,Ultralight Friuli Airfield,45.93098,13.362,,Friuli-Venezia Giulia,Trivignano (UD),
,airport,small,Campo di Volo Poggio Primavera,42.366412,11.796702,485,Lazio,Tuscania (VT),
,airport,small,Gemini Flying Field,39.8948,18.1904,323,Apulia,Ugento (LE),
,airport,small,Valeggio sul Mincio Airfield,45.317432,10.708423,,Veneto,Valeggio sul Mincio (VR),
,airport,small,Campo di Volo L'Airone,45.153393,8.656568,,Lombardy,Valle Lomellina (PV),
,airport,small,Campo di Volo Valledoria,40.929768,8.812227,29,Sardinia,Valledoria (SS),
,airport,small,Campo di Volo Vallermosa,39.3561,8.7919,235,Sardinia,Vallermosa (CA),
,airport,small,Valmontone Airfield,41.765562,12.864436,1158,Lazio,Valmontone (RM),
,airport,small,"Aviosuperficie ""Marc Ingegno""",45.778056,8.268611,1411,Piedmont,Varallo (VC),
,airport,small,Vasto Flying Field,42.155381,14.699362,197,Abruzzi,Vasto (CH),
,airport,small,Aviosuperficie Alituscia,42.229167,12.120833,1270,Lazio,Vejano (VT),
LILW,airport,small,Venaria Reale Mario Santi Airfield,45.130127,7.612008,,Piedmont,Venaria Reale (TO),
,airport,small,Vervò Airfield,46.313801,11.111898,3080,Trentino-Alto Adige,Vervò (TN),
,airport,small,Campo di Volo Gianni Cerutti,45.34921,8.64632,393,Piedmont,Vespolate (NO),
,airport,small,Aviosuperficie Renzo Storai,43.96583,11.458056,889,Tuscany,Vicchio del Mugello (FI),
,airport,small,"Aviosuperficie ""San Giuseppe""",45.85649,12.06555,419,Veneto,Vidor (TV),
,airport,small,"Campo di Volo ""Icaro Village""",44.842996,11.485068,66,Emilia-Romagna,Vigarano Mainarda (FE),
,airport,small,"Aviosuperficie ""Natale/Battistoni""",45.334722,8.824722,357,Lombardy,Vigevano (PV),
,airport,small,Casera Razzo Altiport,46.476822,12.614758,5766,Veneto,Vigo di Cadore (BL),
,airport,small,ANGIALE,44.8336111111,7.53055555556,843,Piedmont,Vigone (TO),
,airport,small,Sterzing / Vipiteno Airfield,46.883764,11.441338,3116,Trentino-Alto Adige,Vipiteno (BZ),
,airport,small,Aviosuperficie Blue Silo,45.8872222,12.6277778,31,Friuli-Venezia Giulia,Visinale di Pasiano,
,airport,small,"Campo di Volo ""Dream Fly""",45.930381,12.257512,,Veneto,Vittorio Veneto (TV),
,airport,small,Aviosuperficie La Selva,41.155556,14.21,196,Campania,Vitulazio,
,airport,small,"Campo di Volo ""Ali del Montello""",45.76157,12.16361,226,Veneto,Volpago del Montello (TV),
,airport,small,Campo di Volo Luciano Borgonovi,45.18698,9.04292,203,Lombardy,Zerbolò,
,airport,small,Aviosuperficie Chiusa-Zerfaliu,39.989504,8.723266,190,Sardinia,Zerfaliu,
,airport,small,Campo di Volo Il Grifo,38.637255,15.94775,630,Calabria,Zungri,
,heliport,small,Celenza Valfortore Heliport,41.564832,14.998817,,Apulia,,
,closed,closed,Campo di volo Marchese,41.407394,15.29284,,Apulia,,
,heliport,small,Eliporto Isola di S.Nicola,42.124193,15.510389,,Apulia,,
,heliport,small,Eliporto di mergenza ospedale antonio perrino,40.625189,17.915654,,Apulia,,
,heliport,small,Elisuperficie Ospedale Madonna delle Grazie,40.65293,16.61362,,Apulia,,
,heliport,small,Eliporto di Gela,37.066235,14.282138,,Sicily,,
,heliport,small,Eliporto di Lanusei,39.890822,9.50585,,Sardinia,,
,heliport,small,Elisuperficie Arturo Santi,44.664704,8.298604,,Piedmont,,
,closed,closed,San Leo,43.9194444,12.32,,Marche,,
,closed,closed,Vigna di Valle,42.0844444,12.2183333,886,Lazio,,
,heliport,small,Heliport Acquaviva hospital,40.864702,16.801379,,Apulia,Acquaviva delle fonti,
,heliport,small,Luxottica Heliport,46.278961,12.030839,,Veneto,Agordo,
,heliport,small,Villa Las Tronas Helipad,40.549793,8.317852,,Sardinia,Alghero,
,heliport,small,Alicudi Porto Heliport,38.532211,14.359827,,Sicily,Alicudi Porto (ME),
,heliport,small,Elisuperficie nido delle aquile,40.938208,16.495076,,Apulia,Altamura,
,heliport,small,Elisuperficie di emergenza,40.9009,16.620909,,Apulia,Altamura,
,heliport,small,Eliporto,40.819787,16.470737,,Apulia,Altamura,
,heliport,small,Anacapri Heliport,40.558608,14.201355,,Campania,Anacapri (NA),
,heliport,small,Air Service Center,45.06828,9.37491,,Lombardy,Arena di Po (PV),
,heliport,small,Elisuperficie Pennile di Sotto,42.8561,13.596429,,Marche,Ascoli Piceno AP,
,closed,closed,Castelluccio Airfield,41.319914,15.544642,,Apulia,Ascoli Satriano (FG),
,closed,closed,Campo di Volo Assoro,37.56181,14.496374,237,Sicily,Assoro,
,heliport,small,Elibase Pegaso 1 (Santa Maria Annunziata Hospital),43.730732,11.304224,,Tuscany,Bagno a Ripoli,
,closed,closed,Campo di volo L'Airone,40.972203,16.909364,673,Apulia,Bari,
,heliport,small,Bari Guardia di Finanza Heliport,41.138072,16.775689,,Apulia,Bari,
,heliport,small,Bari Fire Department Heliport,41.134553,16.760974,,Apulia,Bari,
,heliport,small,Bari Police Heliport,41.134322,16.760116,,Apulia,Bari,
,heliport,small,Bari Carabinieri Heliport,41.137914,16.781691,,Apulia,Bari,
,heliport,small,Bari Coast Guard Heliport,41.13808,16.847448,,Apulia,Bari,
,heliport,small,Eliporto Ospedale di Bari,41.112938,16.858177,,Apulia,Bari,
,heliport,small,Eliporto esercito italiano,41.096721,16.879592,,Apulia,Bari,
,heliport,small,Eliporto di emergenza,41.314728,16.253457,,Apulia,Barletta,
,heliport,small,San Martino Hospital Heliport,46.138985,12.200123,1300,Veneto,Belluno,
,heliport,small,Heliport Colli di san fermo,45.743134,9.940835,,Lombardy,Bergamo,
,heliport,small,Borgosesia Hospital Heliport,45.712414,8.263298,1237,Piedmont,Borgosesia,
,heliport,small,Bormio Heliport,46.454484,10.365125,3848,Lombardy,Bormio (SO),
,heliport,small,Eliporto Leanorado SPA confindustria,40.673331,17.921813,,Apulia,Brindisi,
,closed,closed,Cerrina Airfield,45.005,7.492778,,Piedmont,Bruino (TO),
,closed,closed,Campo di Volo Ali Val di Neto,39.184793,17.107129,,Calabria,Bucchi (KR),
,heliport,small,Ospedale Versilia Helipad,43.91513,10.221968,,Tuscany,Camaiore,
,closed,closed,"Campo di Volo ""Le Risare""",45.574906,11.84464,78,Veneto,Campo San Martino (PD),
,closed,closed,Canne Airfield,41.932778,15.070556,,Apulia,Campomarino (CB),
,closed,closed,Madna Airfield,41.922778,15.075278,,Apulia,Campomarino (CB),
,closed,closed,Ramitelli Airfield,41.908333,15.116667,,Apulia,Campomarino (CB),
,closed,closed,Ali sul Graticolato Airfield,45.558333,11.973889,59,Veneto,Camposanpiero (PD),
,closed,closed,Airbase Pantanella,41.136989,15.920187,,Apulia,Canosa di Puglia,
,heliport,small,Capraia Heliport,43.046217,9.844325,,Tuscany,Capraia Isola (LI),
,closed,closed,Aviosuperficie Coraine,45.588562,10.755719,,Veneto,Caprino Veronese (VR),
,heliport,small,Ischia Casamicciola Terme Heliport,40.750963,13.898701,,Campania,Casamicciola Terme (NA),
LIDK,heliport,small,Casarsa della Delizia Air Base,45.953167,12.816717,125,Friuli-Venezia Giulia,Casarsa della Delizia (UD),
,heliport,small,Castel Gandolfo Heliport,41.732928,12.658055,,Lazio,Castel Gandolfo,
,heliport,small,Heliport Castellana grotte,40.883284,17.148167,,Apulia,Castellana Grotte,
,closed,closed,Aviosuperficie Valentino,44.437222,7.660556,1457,Piedmont,Castelletto Stura (CN),
,closed,closed,Silvia-Giovanni Airfield,45.263771,10.533114,151,Lombardy,Ceresara (MN),
,heliport,small,Eliporto di soccorso,41.272759,15.917548,,Apulia,Cerignola,
,closed,closed,Cerignola Airfield,41.242339,15.80525,,Apulia,Cerignola (FG),
,closed,closed,Giulia Airfield,41.304167,15.841667,,Apulia,Cerignola (FG),
,closed,closed,San Giovanni Airfield,41.239417,15.801825,,Apulia,Cerignola (FG),
,closed,closed,Torretto Airfield,41.181944,15.763889,,Apulia,Cerignola (FG),
,closed,closed,Campo di Volo Malabaila,44.678889,7.818611,935,Piedmont,Cherasco (CN),
,closed,closed,Fly Igor,45.298056,8.0075,950,Piedmont,Cigliano  (VC),
LILS,heliport,small,Clusone Heliport,45.883888244628906,9.966388702392578,1900,Lombardy,Clusone,
,heliport,small,Codera Heliport,46.23743,9.472632,2657,Lombardy,Codera (SO),
,closed,closed,Campo di Volo Corbetta,44.807691,12.105863,6,Emilia-Romagna,Codigoro (FE),
,heliport,small,Elisoccorso Provincia di Como,45.771878,9.043403,,Piedmont,Como,
LILY,seaplanebase,small,Como (Idroscalo - Water Ad) Hidroport,45.814701,9.06972,663,Lombardy,Como (CO),
,closed,closed,Aviosuperficie Il Gabbione,44.50326,11.81415,9,Emilia-Romagna,Conselice,
,closed,closed,Campo di volo Condor,40.242331,18.034047,,Apulia,Copertino,
,closed,closed,"Aviosuperficie ""Bore di Chienti""",43.261156,13.563302,200,Marche,Corridonia (MC),
,closed,closed,Cossato,45.653333,8.204444,804,Piedmont,Cossato (BI),
,closed,closed,CASCINA GRECIA,45.35,7.783333,354,Piedmont,Cuceglio (TO),
,closed,closed,Campo di volo Cutrofiano,40.102031,18.243635,,Apulia,Cutrofiano,
,closed,closed,Desenzano del Garda Seaplane Base,45.464657,10.555984,,Lombardy,Desenzano del Garda (BS),
,heliport,small,Edolo Heliport,46.173812,10.334809,2175,Lombardy,Edolo (BS),
,closed,closed,"Dune Aeroclub Città Bianca ""Francesco Santoro""",40.772189,17.637754,,Apulia,Fasano,
,heliport,small,Helipad Masseria del Cardinale,40.801994,17.443864,,Apulia,Fasano,
,heliport,small,Isola Formica Heliport,37.989091,12.424335,,Sicily,Favignana (TP),
,heliport,small,Levanzo Heliport,37.992772,12.338437,,Sicily,Favignana (TP),
,heliport,small,Marettimo Heliport,37.970069,12.070802,,Sicily,Favignana (TP),
,heliport,small,Favignana Heliport,37.914543,12.318392,,Sicily,Favignana (TP),
,heliport,small,Filicudi Porto Heliport,38.557854,14.582586,,Sicily,Filicudi Porto (ME),
,heliport,small,Alidaunia Foggia Heliport,41.423977,15.533971,278,Apulia,Foggia,
,heliport,small,Eliporto,41.424399,15.639499,,Apulia,Foggia,
,closed,closed,Celone Airfield,41.551111,15.558889,,Apulia,Foggia (FG),
,closed,closed,Tortorella Airfield,41.484722,15.652778,,Apulia,Foggia (FG),
,heliport,small,Follonica Heliport,42.920684,10.764557,,Tuscany,Follonica (LI),
,heliport,small,Fraciscio Heliport,46.40492,9.3642,4423,Lombardy,Fraciscio (SO),
,heliport,small,Heliport Military,40.244985,18.136781,,Apulia,Galatina,
,heliport,small,Cascina Costa Agusta Heliport,45.632557,8.740717,722,Lombardy,Gallarate,
,closed,closed,Aviosuperficie Santa Lucia,42.3583333,12.4277778,,Lazio,Gallese (VT),
,heliport,small,Gallipoli Heliport,40.056785,17.982012,,Apulia,Gallipoli,
,heliport,small,Heliport turistic gallipoli,40.023905,18.022041,,Apulia,Gallipoli,
,heliport,small,Helipad  Salento Helicopters,40.067439,18.002,,Apulia,Gallipoli,
,heliport,small,Gorgona Heliport,43.425819,9.900663,,Tuscany,Gorgona Scalo (LI),
,heliport,small,Moriggia Pelascini Hospital Heliport,46.14063,9.30167,699,Lombardy,Gravedona (CO),
,heliport,small,Eliporto di Grottaglie,40.520956,17.39846,,Apulia,Grottaglie,
,heliport,small,Eliporto militare marina italiana,40.515606,17.408025,,Apulia,Grottaglie,
,closed,closed,Campo di Volo Elio Zambrini,44.4323333,11.71815,,Emilia-Romagna,Imola (BO),
,closed,closed,"Campo di Volo ""Amanti Volo Ultraleggero""",44.326615,11.659263,,Emilia-Romagna,Imola (BO),
,closed,closed,Giannutri Airfield,42.254584,11.116147,46,Tuscany,Isola del Giglio (GR),
,heliport,small,Giannutri Heliport,42.25347,11.100215,,Tuscany,Isola del Giglio (GR),
,heliport,small,Giglio Heliport,42.365898,10.913201,,Tuscany,Isola del Giglio (GR),
,heliport,small,Palmanova Hospital Heliport,45.90961,13.33654,92,Friuli-Venezia Giulia,Jalmicco (UD),
,heliport,small,Ospedale di Jesolo Helipad,45.509314,12.658936,,Veneto,Jesolo,
,heliport,small,Heliport hospital Lauria,40.044471,15.827864,,Basilicata,Lauria,
,closed,closed,Campo di volo La Fenice,40.377356,18.11211,,Apulia,Lecce,
,closed,closed,Lesina Airfield,41.863333,15.311389,,Apulia,Lesina (FG),
,closed,closed,Biferno Airfield,41.964724,15.054531,,Apulia,Lido Campomarino (CB),
,heliport,small,Linosa Heliport,35.862175,12.856205,,Sicily,Linosa (AG),
,heliport,small,Lipari City Hospital Helipad,38.462267,14.953542,,Sicily,Lipari (ME),
,heliport,small,Livigno Heliport,46.51764,10.12533,6083,Lombardy,Livigno (SO),
,closed,closed,Aviosuperficie di Lonato,45.394566,10.566931,,Lombardy,Lonato (BS),
,closed,closed,Lucera Airfield,41.497978,15.419444,,Apulia,Lucera (FG),
,closed,closed,Salsola Airfield,41.548333,15.4575,,Apulia,Lucera (FG),
,closed,closed,Vincenzo Airfield,41.411111,15.424444,,Apulia,Lucera (FG),
,heliport,small,Madesimo Heliport,46.443232,9.363838,5259,Lombardy,Madesimo (SO),
,heliport,small,Malfa Heliport,38.579772,14.827852,,Sicily,Malfa (ME),
,heliport,small,Eliporto aereotre,40.448041,17.622639,,Apulia,Manduria,
,closed,closed,Mil Airport Orta Nova Borgo Mezzanone,41.40601,15.728517,124,Apulia,Manfredonia,
,seaplane_base,small,Idroscalo di Manfredonia,41.618622,15.914007,,Apulia,Manfredonia,
,closed,closed,Pantanella Airfield,41.495833,15.791667,,Apulia,Manfredonia (FG),
,closed,closed,Mantova Airport,45.135834,10.794444,57,Lombardy,Mantova,
,heliport,small,Heliport Hospital maratea,39.998838,15.719123,,Basilicata,Maratea,
,heliport,small,Monte Capanne Heliport,42.77163,10.168296,,Tuscany,Marciana (LI),
,closed,closed,Marcon Airfield,45.565275,12.322812,,Veneto,Marcon (VE),
LIBH,heliport,small,Marina di Ginosa Heliport,40.424107,16.887501,26,Apulia,Marina di Ginosa,
,seaplane_base,small,Idrosuperficie di Marone,45.741289,10.091254,,Lombardy,Marone,
,heliport,small,Marradi Fire Brigade Helipad,44.089273,11.634656,,Tuscany,Marradi (FI),
,heliport,small,Helipad military,40.643136,17.206854,,Apulia,Martina Franca,
,closed,closed,Aviosuperficie Villa Fontana,44.51585,11.59218,56,Emilia-Romagna,Medicina,
,heliport,small,Melendugno Heliport,40.246606,18.436303,,Apulia,Melendugno (LE),
,heliport,small,Elipadana Heliport,45.488697,9.196184,,Lombardy,Milan,
,heliport,small,Solbiate Olona Heliport,45.643085,8.854013,804,Lombardy,Milan,
,heliport,small,San Raffaele Hospital Heliport,45.504324,9.260273,,Lombardy,Milano,
,heliport,small,Eliporto il Melograno,40.922345,17.276983,,Apulia,Monopoli,
,heliport,small,Helipad Paretano,40.822761,17.283141,,Apulia,Monopoli,
,closed,closed,Campo Volo Costa D'argento,42.430624,11.190423,,Tuscany,Monte Argentario,
,closed,closed,Campo di Volo Albatros,43.754752,12.954763,164,Marche,Montemaggiore (PS),
,closed,closed,AIRBAS Airfield,40.565556,16.5925,213,Basilicata,Montescaglioso,
,heliport,small,Montespluga Heliport,46.48898,9.33744,6253,Lombardy,Montespluga,
,closed,closed,Zagavia Airfield,45.359762,10.65676,512,Lombardy,Monzambano (MN),
,seaplane_base,small,Idroscalo di Santa Maria al Bagno,40.128704,17.994586,,Apulia,Nardo',
,closed,closed,I Grifoni Airfield,45.910358,13.371978,95,Friuli-Venezia Giulia,Nogaredo al Torre (UD),
,heliport,small,Novate Heliport,46.21449,9.45288,748,Lazio,Novate Mezzola (SO),
,closed,closed,Aviosuperficie Airone,45.588056,9.003751,,Lombardy,Origgio (VA),
,heliport,small,Ortona Heliport,42.327173,14.37252,,Abruzzi,Ortona,
,heliport,small,Eliporto le dune,40.771296,17.637691,,Apulia,Ostuni,
,closed,closed,Torre S. Emiliano Airfield,40.110195,18.49072,,Apulia,Otranto (LE),
,heliport,small,Otranto Helicopter Base,40.115959,18.499753,,Apulia,Otranto (LE),
,heliport,small,Padua Hospital Helipad,45.401134,11.891772,56,Veneto,Padova,
,heliport,small,Panarea South Heliport,38.630278,15.070763,,Sicily,Panarea (ME),
,heliport,small,Air Panarea Heliport,38.645999,15.07075,,Sicily,Panarea (ME),
,heliport,small,Eliporto Peschici,41.92814,16.012815,,Apulia,Peschici,
,closed,closed,Aviosuperficie Cà Lunga,44.520924,8.188011,1175,Piedmont,Pezzolo Valle Uzzone (CN),
,closed,closed,Il Ranch Airfield,45.545833,11.761944,56,Veneto,Piazzola sul Brenta (PD),
,closed,closed,Campo di Volo Condor,42.9691667,10.6197222,10,Tuscany,Piombino,
,closed,closed,Campo di Volo Policoro,40.170967,16.6628,,Basilicata,Policoro (MT),
,closed,closed,Campo di volo Pogliano Fly,41.00888,17.177821,85,Apulia,Polignano,
,heliport,small,Pontives Heliport,46.586877,11.630389,3631,Trentino-Alto Adige,Pontives,
,heliport,small,Ponza Heliport,40.899427,12.948195,,Lazio,Ponza (LT),
,heliport,small,Palmarola Helipad,40.939667,12.855194,,Lazio,Ponza (LT),
,closed,closed,Porto Cesareo,40.292833,17.834566,,Apulia,Porto Cesareo,
,heliport,small,Portoferraio Hospital Heliport,42.815918,10.319657,,Tuscany,Portoferraio (LI),
,heliport,small,Eliporto Giorgio La Pira,36.718499,14.826982,,Sicily,Pozzallo,
,closed,closed,Campo di Volo Pozzilli,41.50223,14.08533,,Molise,Pozzilli,
,heliport,small,Procida Heliport,40.750172,14.013681,,Campania,Procida (NA),
,heliport,small,ENI,44.47541,12.27168,,Emilia-Romagna,Ravenna,
,heliport,small,"Ospedale ""Infermi"" di Rimini Heliport",44.045728,12.58962,,Emilia-Romagna,Rimini,
,heliport,small,Fiera di Rimini Heliport,44.072447,12.519082,,Emilia-Romagna,Rimini,
,heliport,small,Palmaiola Heliport,42.865709,10.473906,,Tuscany,Rio (LI),
,closed,closed,Aviosuperficie Settefrati,45.201775,10.662813,,Lombardy,Rivalta sul Mincio (MN),
LIAD,heliport,small,Capitalia Heliport,41.824691,12.381729,116,Lazio,Rome,
LIRC,heliport,small,Centocelle Heliport,41.8729,12.5637,158,Lazio,Rome,
,heliport,small,Fonte di Papa Heliport,42.047787,12.568338,,Lazio,Rome,
,heliport,small,Chiesa del Presidio Heliport,41.801993,12.498981,190,Lazio,Rome,
,closed,closed,Campo di Volo Rovellasca,45.675833,9.064444,,Lombardy,Rovellasca (MB),
,closed,closed,Campo di volo Masseria Modesti,40.988856,16.407877,1575,Apulia,Ruvo di puglia,
,heliport,small,Elifly International,45.906061,10.22406,,Lombardy,Sacca (Brescia),
,heliport,small,San Benedetto del Tronto Heliport,42.923231,13.889487,,Marche,San Benedetto del Tronto (Ascoli piceno) AP,
,heliport,small,Truzzo Heliport,46.358881,9.319786,6595,Lombardy,San Giacomo Filippo (SO),
,heliport,small,Eliporto S.G.Rotondo,41.693749,15.710771,1801,Apulia,San Giovanni Rotondo,
,closed,closed,San Leo Heliport,43.896713,12.350816,,Emilia-Romagna,San Leo,
,closed,closed,San Pancrazio Air Base,40.437947,17.857062,,Apulia,San Pancrazio Salentino (BR),
,closed,closed,Campo di volo Area 51 2,40.5306,18.053026,,Apulia,San Pietro Vernotico (Campo di Mare),
,closed,closed,Aviosuperficie Deltaland,44.8714,10.9807,46,Emilia-Romagna,San Possidonia (MO),
,heliport,small,Eliporto,41.632838,15.389813,,Apulia,San Severo,
